,name,price,url,brand,product_type,website
50,Gram 49SK4186FB ,8499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-49sk4186fb/,Gram,Fritstående køleskabe,Whiteaway
51,Blomberg SSM4550N ,4799,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm4550n/,Blomberg,Fritstående køleskabe,Whiteaway
52,Liebherr SRBSFE5220 ,11002,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srbsfe5220/,Liebherr,Fritstående køleskabe,Whiteaway
53,Miele KS4383EDWS ,7079,hvidevarer/koeleskab/fritstaaende-koeleskab/product/miele-ks4383edws/,Miele,Fritstående køleskabe,Whiteaway
54,Liebherr RF4200 ,9999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rf4200-20001/,Liebherr,Fritstående køleskabe,Whiteaway
55,Liebherr TP 1720-22 001 ,4427,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-tp-1720-22-001/,Liebherr,Fritstående køleskabe,Whiteaway
56,Liebherr TP 1410-22 057 ,3299,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-tp-1410-22-057/,Liebherr,Fritstående køleskabe,Whiteaway
57,Liebherr T1410-22001 ,3499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-t1410-2201/,Liebherr,Fritstående køleskabe,Whiteaway
58,Liebherr CUE2831-26001 ,9749,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cue2831-26001/,Liebherr,Fritstående køleskabe,Whiteaway
59,frigor KS120EW ,2895,hvidevarer/koeleskab/fritstaaende-koeleskab/product/frigor-ks120ew/,frigor,Fritstående køleskabe,Whiteaway
60,Liebherr SRE5220 ,13999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-sre5220/,Liebherr,Fritstående køleskabe,Whiteaway
61,Hoover HHTL544W89N ,3599,hvidevarer/koeleskab/fritstaaende-koeleskab/product/hoover-hhtl544w89n/,Hoover,Fritstående køleskabe,Whiteaway
62,Blomberg SSM4560XN ,5499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm4560xn/,Blomberg,Fritstående køleskabe,Whiteaway
63,Electrolux LRT6ME38W1+ LUT6NE28W1,15499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrt6me38w1-lut6ne28w1/,Electrolux,Fritstående køleskabe,Whiteaway
64,Electrolux LRT6ME38U1+ LUT6NE28U1,15999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrt6me38u1-lut6ne28u1/,Electrolux,Fritstående køleskabe,Whiteaway
65,Electrolux LRT6ME38W1 ,8499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrt6me38w1/,Electrolux,Fritstående køleskabe,Whiteaway
66,LG GLT51SWGSZ ,6360,hvidevarer/amerikaner-koeleskab/amerikanerkoeleskabe/product/lg-glt51swgsz/,LG,Fritstående køleskabe,Whiteaway
67,Bosch KSV33NWEP  Serie 2 ,6999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-ksv33nwep/,Bosch,Fritstående køleskabe,Whiteaway
68,Scandomestic SKS346W ,3599,hvidevarer/koeleskab/fritstaaende-koeleskab/product/scandomestic-sks346w/,Scandomestic,Fritstående køleskabe,Whiteaway
69,Gorenje R619EEW5 ,7999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gorenje-r619eew5/,Gorenje,Fritstående køleskabe,Whiteaway
70,Liebherr TP1744-20001 ,5180,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-tp1744-20001/,Liebherr,Fritstående køleskabe,Whiteaway
71,Bosch KSV36AIEP Serie 6 ,10999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-ksv36aiep/,Bosch,Fritstående køleskabe,Whiteaway
72,Scandomestic Coca-cola FiftyCube,1949,hvidevarer/koeleskab/fritstaaende-koeleskab/product/scandomestic-coca-cola/,Scandomestic,Fritstående køleskabe,Whiteaway
73,Samsung RR39C7BG7WW ,9999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/samsung-rr39c7bg7ww/,Samsung,Fritstående køleskabe,Whiteaway
74,Electroluc LRC4DE35X ,6999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electroluc-lrc4de35x/,Electrolux,Fritstående køleskabe,Whiteaway
75,Gorenje R619EES5 ,3999,hvidevarer/fryser/fryseskab/product/gorenje-r619ees5/,Gorenje,Fritstående køleskabe,Whiteaway
76,Scandomestic SKS192W ,2523,hvidevarer/koeleskab/fritstaaende-koeleskab/product/scandomestic-sks192w/,Scandomestic,Fritstående køleskabe,Whiteaway
77,ASKO R23841S ,13495,hvidevarer/koeleskab/fritstaaende-koeleskab/product/asko-r23841s/,ASKO,Fritstående køleskabe,Whiteaway
78,Gorenje R4142PW ,4399,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gorenje-r4142pw/,Gorenje,Fritstående køleskabe,Whiteaway
79,Scandomestic SKS201W ,2502,hvidevarer/koeleskab/fritstaaende-koeleskab/product/scandomestic-sks201w/,Scandomestic,Fritstående køleskabe,Whiteaway
80,Liebherr TB 1400-21 001 ,4399,hvidevarer/koele-fryseskab/fritstaaende-koele-fryseskab/product/liebherr-tb-1400-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
81,Siemens KS36VVXDP ,4600,hvidevarer/koeleskab/fritstaaende-koeleskab/product/siemens-ks36vvxdp/,Siemens,Fritstående køleskabe,Whiteaway
82,Gram KS3215-93X/1 ,3965,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks3215-93x1/,Gram,Fritstående køleskabe,Whiteaway
83,Bosch KSV36AIDP Serie 6,7494,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-ksv36aidp/,Bosch,Fritstående køleskabe,Whiteaway
84,Siemens KS36VVIDP1 ,4900,hvidevarer/koeleskab/fritstaaende-koeleskab/product/siemens-ks36vvidp1/,Siemens,Fritstående køleskabe,Whiteaway
85,AEG RKB439F1DX ,6262,hvidevarer/koeleskab/fritstaaende-koeleskab/product/aeg-rkb439f1dx/,AEG,Fritstående køleskabe,Whiteaway
86,Gram GRAM KS3315-93X1 ,5499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks3315-93x1/,Gram,Fritstående køleskabe,Whiteaway
87,Liebherr RBE5220 ,7522,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rbe5220/,Liebherr,Fritstående køleskabe,Whiteaway
88,Siemens KS36VVIEP  IQ300,5822,hvidevarer/koeleskab/fritstaaende-koeleskab/product/siemens-ks36vviep/,Siemens,Fritstående køleskabe,Whiteaway
89,Bosch KSF36PIDP Serie 8 ,8969,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-ksf36pidp/,Bosch,Fritstående køleskabe,Whiteaway
90,Liebherr SRsdd 5250-20 001 Køleskab,14636,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srsdd-5250-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
91,frigor KS120FW ,2695,hvidevarer/koeleskab/fritstaaende-koeleskab/product/frigor-ks120fw/,frigor,Fritstående køleskabe,Whiteaway
92,frigor KSY352EB ,9995,hvidevarer/koeleskab/fritstaaende-koeleskab/product/frigor-ksy352eb/,frigor,Fritstående køleskabe,Whiteaway
93,Bauknecht KR19G3WS2 ,7895,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bauknecht-kr19g3ws2/,Bauknecht,Fritstående køleskabe,Whiteaway
94,Gram 49SK4186F ,8249,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-49sk4186f/,Gram,Fritstående køleskabe,Whiteaway
95,Gorenje RS619EAW6 ,8499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gorenje-rs619eaw6/,Gorenje,Fritstående køleskabe,Whiteaway
96,Blomberg SSM4460N ,5499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm4460n/,Blomberg,Fritstående køleskabe,Whiteaway
97,Electrolux LRT6ME38U1 ,9999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrt6me38u1/,Electrolux,Fritstående køleskabe,Whiteaway
98,Gorenje R619FEW5 ,7999,hvidevarer/fryser/fryseskab/product/gorenje-r619few5/,Gorenje,Fritstående køleskabe,Whiteaway
99,Liebherr SRBSFE5220+SFNSFE5227 ,26999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srbsfe5220-sfnsfe5227/,Liebherr,Fritstående køleskabe,Whiteaway
100,Liebherr RE5220 ,11999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-re5220/,Liebherr,Fritstående køleskabe,Whiteaway
101,Gram GRAM KS3135-90-1 ,2495,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks3135-90-1/,Gram,Fritstående køleskabe,Whiteaway
102,Gram GRAM KS4456-90F1 ,6749,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks4456-90f1/,Gram,Fritstående køleskabe,Whiteaway
103,Gram KS3215-93/1 ,2999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks3215-93x1-50359/,Gram,Fritstående køleskabe,Whiteaway
104,Gram GRAM KS 441862/1 ,4395,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks-441862-1/,Gram,Fritstående køleskabe,Whiteaway
105,Smeg FF18EN3HX ,10995,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-ff18en3hx/,SMEG,Fritstående køleskabe,Whiteaway
106,Blomberg SSM4550XN ,5399,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm4550xn/,Blomberg,Fritstående køleskabe,Whiteaway
107,Liebherr SRSDE5220 ,12699,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srsde5220/,Liebherr,Fritstående køleskabe,Whiteaway
108,Bosch  KGN39VWDT ,10974,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-kgn39vwdt/,Bosch,Fritstående køleskabe,Whiteaway
109,Gram GRAM KS3265-931 ,3799,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks3265-931/,Gram,Fritstående køleskabe,Whiteaway
110,SMEG FAB5ROR5 ,9495,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-fab5ror5/,SMEG,Fritstående køleskabe,Whiteaway
111,Gorenje RS619EEW5 ,6999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gorenje-rs619eew5/,Gorenje,Fritstående køleskabe,Whiteaway
112,Electrolux LRT5MF38W1 DEMO ,5499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrt5mf38w1-demo-73219/,Electrolux,Fritstående køleskabe,Whiteaway
113,Electrolux LRC5ME38X2 DEMO ,5499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrc5me38x2-demo-26773/,Electrolux,Fritstående køleskabe,Whiteaway
114,Electrolux LRT5MF38W1 DEMO ,5260,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrt5mf38w1-demo-61937/,Electrolux,Fritstående køleskabe,Whiteaway
115,LG GLT51PZGSZ DEMO ,4949,hvidevarer/koeleskab/fritstaaende-koeleskab/product/lg-glt51pzgsz-demo-47493/,LG,Fritstående køleskabe,Whiteaway
116,SMEG FAB5LWH5 DEMO ,5882,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-fab5lwh5-demo-2801/,SMEG,Fritstående køleskabe,Whiteaway
117,Liebherr T1410-22001 DEMO ,1999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-t1410-22001-demo/,Liebherr,Fritstående køleskabe,Whiteaway
118,Gorenje R619EABK6 DEMO ,4499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gorenje-r619eabk6-demo-77925/,Gorenje,Fritstående køleskabe,Whiteaway
119,Gram KS3315-931 DEMO ,4049,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-ks3315-931-demo-23971/,Gram,Fritstående køleskabe,Whiteaway
120,Blomberg SSM1410XN DEMO ,7559,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm1410xn-demo-33581/,Blomberg,Fritstående køleskabe,Whiteaway
121,Whirlpool SW8AM2DXR ,6499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-sw8-am2-d-xr/,Whirlpool,Fritstående køleskabe,Whiteaway
122,Liebherr TPesf 1710-22 001 ,5849,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-tpesf-1710-22-001/,Liebherr,Fritstående køleskabe,Whiteaway
123,Electrolux LRC5ME38W2 ,7489,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrc5me38w2/,Electrolux,Fritstående køleskabe,Whiteaway
124,Smeg FAB10HRWH5 ,10489,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-fab10hrwh5/,SMEG,Fritstående køleskabe,Whiteaway
125,LG GLT51PZGSZ ,7999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/lg-glt51pzgsz/,LG,Fritstående køleskabe,Whiteaway
126,SMEG FS18EV3HX ,10995,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-fs18ev3hx/,SMEG,Fritstående køleskabe,Whiteaway
127,Whirlpool ADN203/2 ,9999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-adn203-2/,Whirlpool Professional,Fritstående køleskabe,Whiteaway
128,Whirlpool ADN203C ,12797,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-adn203c/,Whirlpool Professional,Fritstående køleskabe,Whiteaway
129,Scandomestic CompactCube ,1686,hvidevarer/koeleskab/fritstaaende-koeleskab/product/scandomestic-compactcube/,Scandomestic,Fritstående køleskabe,Whiteaway
130,Whirlpool ADN213 ,23999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-adn213/,Whirlpool Professional,Fritstående køleskabe,Whiteaway
131,Liebherr RSFE4620 ,10899,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rsfe4620/,Liebherr,Fritstående køleskabe,Whiteaway
132,Electrolux LRS2DE39W ,6499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrs2de39w/,Electrolux,Fritstående køleskabe,Whiteaway
133,Liebherr SRBDE5220+SFNBDE5227 ,27999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srbde5220-sfnbde5227/,Liebherr,Fritstående køleskabe,Whiteaway
134,Liebherr CBNbsd 578i-20 001 Køl/frys,28792,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cbnbsd-578i-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
135,Liebherr CBNstd 5783-20 001 Køl/frys,29999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cbnstd-5783-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
136,Liebherr CBNstd 579i-20 001 Køl/frys,34999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cbnstd-579i-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
137,Liebherr CNbdc 5733-20 001 Køl/frys,14899,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cnbdc-5733-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
138,Liebherr CNsdb 5753-20 001 Køl/frys,20999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cnsdb-5753-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
139,Liebherr CNsdc 5223-20 001 Køl/frys,13990,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cnsdc-5223-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
140,Liebherr CNsdd 5763-20 001 Køl/frys,21999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cnsdd-5763-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
141,Liebherr RBbsc 5250-20 001 Køleskab,19052,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rbbsc-5250-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
142,Liebherr RBsdd 5250-20 001 Køleskab,16664,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rbsdd-5250-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
143,Liebherr RBstd 528i-20 001 Køleskab,28999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rbstd-528i-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
144,Liebherr SCNsdd 5253-20  001 Køl/frys,17987,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-scnsdd-5253-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
145,Liebherr SRBbsd 529i-20 001 Køleskab,26248,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srbbsd-529i-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
146,Liebherr SRBsdd 5260-20 001 Køleskab,22999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srbsdd-5260-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
147,ASKO R23841B ,13195,hvidevarer/koeleskab/fritstaaende-koeleskab/product/asko-r23841b/,ASKO,Fritstående køleskabe,Whiteaway
148,ASKO R23841W ,12495,hvidevarer/koeleskab/fritstaaende-koeleskab/product/asko-r23841w/,ASKO,Fritstående køleskabe,Whiteaway
149,Electrolux LRB2DE33W+ LUT2NE32W,12999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrb2de33w-lut2ne32w/,Electrolux,Fritstående køleskabe,Whiteaway
150,Samsung RR39C7BG7S9 ,10499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/samsung-rr39c7bg7s9/,Samsung,Fritstående køleskabe,Whiteaway
151,Liebherr RSFE5020 ,11290,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rsfe5020/,Liebherr,Fritstående køleskabe,Whiteaway
152,Bosch KSV36NWEQ ,5190,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-ksv36nweq/,Bosch,Fritstående køleskabe,Whiteaway
153,Vestfrost WV146K-2 ,5749,hvidevarer/koeleskab/fritstaaende-koeleskab/product/vestfrost-wv146k-2/,Vestfrost,Fritstående køleskabe,Whiteaway
154,Siemens KI81RAFE0 IQ500,9999,hvidevarer/koeleskab/integrerbare-koeleskab/product/siemens-ki81rafe0/,Siemens,Integrerbare køleskabe,Whiteaway
155,Liebherr IRBE5120 ,9989,hvidevarer/koeleskab/integrerbare-koeleskab/product/liebherr-irbe5120/,Liebherr,Integrerbare køleskabe,Whiteaway
156,Siemens KI81RAFE1  IQ500,8499,hvidevarer/koeleskab/integrerbare-koeleskab/product/siemens-ki81rafe1/,Siemens,Integrerbare køleskabe,Whiteaway
157,Liebherr IRE5100 ,9999,hvidevarer/koeleskab/integrerbare-koeleskab/product/liebherr-ire5100/,Liebherr,Integrerbare køleskabe,Whiteaway
158,Samsung BRR29610EWW/EF ,6999,hvidevarer/koeleskab/integrerbare-koeleskab/product/samsung-brr29610eww-ef/,Samsung,Integrerbare køleskabe,Whiteaway
159,Electrolux LRB3DE18C ,6387,hvidevarer/koeleskab/integrerbare-koeleskab/product/electrolux-lrb3de18c/,Electrolux,Integrerbare køleskabe,Whiteaway
